[1455042600] LOG ROTATION: DAILY
[1455042600] LOG VERSION: 2.0
[1455042600] CURRENT HOST STATE: Nagios Server;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.04 ms
[1455042600] CURRENT HOST STATE: credr_DW_52.76.17.124;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 1.42 ms
[1455042600] CURRENT HOST STATE: credr_db_prod_master_52.76.120.118;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.71 ms
[1455042600] CURRENT HOST STATE: credr_db_prod_middle_52.76.193.246;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.60 ms
[1455042600] CURRENT HOST STATE: credr_db_prod_slave_52.76.187.176;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.63 ms
[1455042600] CURRENT HOST STATE: credr_dev_52.74.244.220;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.63 ms
[1455042600] CURRENT HOST STATE: credr_prod_52.74.247.15;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.54 ms
[1455042600] CURRENT HOST STATE: credr_prodsolr_52.74.114.132;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 1.33 ms
[1455042600] CURRENT HOST STATE: credr_stage_52.76.16.57;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 2.12 ms
[1455097814] SERVICE NOTIFICATION: vivek;credr_stage_52.76.16.57;Celery Process crmserv;CRITICAL;notify-service-by-email;(Return code of 255 is out of bounds)
[1455097814] SERVICE NOTIFICATION: nagiosadmin;credr_stage_52.76.16.57;Celery Process crmserv;CRITICAL;notify-service-by-email;(Return code of 255 is out of bounds)
[1455097814] SERVICE NOTIFICATION: mohit;credr_stage_52.76.16.57;Celery Process crmserv;CRITICAL;notify-service-by-email;(Return code of 255 is out of bounds)
[1455097814] SERVICE NOTIFICATION: nagiosinfra;credr_stage_52.76.16.57;Celery Process crmserv;CRITICAL;notify-service-by-email;(Return code of 255 is out of bounds)
[1455097814] wproc: NOTIFY job 11605 from worker Core Worker 13160 is a non-check helper but exited with return code 2
[1455097814] wproc:   host=credr_stage_52.76.16.57; service=Celery Process crmserv; contact=nagiosinfra
[1455097814] wproc:   early_timeout=0; exited_ok=1; wait_status=512; error_code=0;
[1455097814] wproc:   stderr line 01: Send options without primary recipient specified.
[1455097814] wproc:   stderr line 02: Usage: mail -eiIUdEFntBDNHRV~ -T FILE -u USER -h hops -r address -s SUBJECT -a FILE -q FILE -f FILE -A ACCOUNT -b USERS -c USERS -S OPTION users
[1455097815] Warning: Return code of 255 for check of service 'Celery Memory credr-core' on host 'credr_stage_52.76.16.57' was out of bounds.
[1455097815] SERVICE ALERT: credr_stage_52.76.16.57;Celery Memory credr-core;CRITICAL;HARD;3;(Return code of 255 is out of bounds)
[1455097815] SERVICE NOTIFICATION: vivek;credr_stage_52.76.16.57;Celery Memory credr-core;CRITICAL;notify-service-by-email;(Return code of 255 is out of bounds)
[1455097815] SERVICE NOTIFICATION: nagiosadmin;credr_stage_52.76.16.57;Celery Memory credr-core;CRITICAL;notify-service-by-email;(Return code of 255 is out of bounds)
[1455097815] SERVICE NOTIFICATION: mohit;credr_stage_52.76.16.57;Celery Memory credr-core;CRITICAL;notify-service-by-email;(Return code of 255 is out of bounds)
[1455097815] SERVICE NOTIFICATION: nagiosinfra;credr_stage_52.76.16.57;Celery Memory credr-core;CRITICAL;notify-service-by-email;(Return code of 255 is out of bounds)
[1455097815] wproc: NOTIFY job 11606 from worker Core Worker 13159 is a non-check helper but exited with return code 2
[1455097815] wproc:   host=credr_stage_52.76.16.57; service=Celery Memory credr-core; contact=nagiosinfra
[1455097815] wproc:   early_timeout=0; exited_ok=1; wait_status=512; error_code=0;
[1455097815] wproc:   stderr line 01: Send options without primary recipient specified.
[1455097815] wproc:   stderr line 02: Usage: mail -eiIUdEFntBDNHRV~ -T FILE -u USER -h hops -r address -s SUBJECT -a FILE -q FILE -f FILE -A ACCOUNT -b USERS -c USERS -S OPTION users
[1455097829] Warning: Return code of 255 for check of service 'Current Users' on host 'credr_stage_52.76.16.57' was out of bounds.
[1455097829] SERVICE ALERT: credr_stage_52.76.16.57;Current Users;CRITICAL;SOFT;2;(Return code of 255 is out of bounds)
[1455097830] Warning: Return code of 255 for check of service 'Celery Process Total' on host 'credr_stage_52.76.16.57' was out of bounds.
[1455097830] SERVICE ALERT: credr_stage_52.76.16.57;Celery Process Total;CRITICAL;HARD;3;(Return code of 255 is out of bounds)
[1455097830] SERVICE NOTIFICATION: vivek;credr_stage_52.76.16.57;Celery Process Total;CRITICAL;notify-service-by-email;(Return code of 255 is out of bounds)
[1455097830] SERVICE NOTIFICATION: nagiosadmin;credr_stage_52.76.16.57;Celery Process Total;CRITICAL;notify-service-by-email;(Return code of 255 is out of bounds)
[1455097830] SERVICE NOTIFICATION: mohit;credr_stage_52.76.16.57;Celery Process Total;CRITICAL;notify-service-by-email;(Return code of 255 is out of bounds)
[1455097830] SERVICE NOTIFICATION: nagiosinfra;credr_stage_52.76.16.57;Celery Process Total;CRITICAL;notify-service-by-email;(Return code of 255 is out of bounds)
[1455097830] wproc: NOTIFY job 11610 from worker Core Worker 13162 is a non-check helper but exited with return code 2
[1455097830] wproc:   host=credr_stage_52.76.16.57; service=Celery Process Total; contact=nagiosinfra
[1455097830] wproc:   early_timeout=0; exited_ok=1; wait_status=512; error_code=0;
[1455097830] wproc:   stderr line 01: Send options without primary recipient specified.
[1455097830] wproc:   stderr line 02: Usage: mail -eiIUdEFntBDNHRV~ -T FILE -u USER -h hops -r address -s SUBJECT -a FILE -q FILE -f FILE -A ACCOUNT -b USERS -c USERS -S OPTION users
[1455097832] Warning: Return code of 255 for check of service 'Celery Memory crmserv' on host 'credr_stage_52.76.16.57' was out of bounds.
[1455097832] SERVICE ALERT: credr_stage_52.76.16.57;Celery Memory crmserv;CRITICAL;SOFT;2;(Return code of 255 is out of bounds)
[1455097832] Warning: Return code of 255 for check of service 'Root Partition' on host 'credr_stage_52.76.16.57' was out of bounds.
[1455097832] SERVICE ALERT: credr_stage_52.76.16.57;Root Partition;CRITICAL;HARD;3;(Return code of 255 is out of bounds)
[1455097832] SERVICE NOTIFICATION: vivek;credr_stage_52.76.16.57;Root Partition;CRITICAL;notify-service-by-email;(Return code of 255 is out of bounds)
[1455097832] SERVICE NOTIFICATION: nagiosadmin;credr_stage_52.76.16.57;Root Partition;CRITICAL;notify-service-by-email;(Return code of 255 is out of bounds)
[1455097832] SERVICE NOTIFICATION: mohit;credr_stage_52.76.16.57;Root Partition;CRITICAL;notify-service-by-email;(Return code of 255 is out of bounds)
[1455097832] SERVICE NOTIFICATION: nagiosinfra;credr_stage_52.76.16.57;Root Partition;CRITICAL;notify-service-by-email;(Return code of 255 is out of bounds)
[1455097832] wproc: NOTIFY job 11611 from worker Core Worker 13159 is a non-check helper but exited with return code 2
[1455097832] wproc:   host=credr_stage_52.76.16.57; service=Root Partition; contact=nagiosinfra
[1455097832] wproc:   early_timeout=0; exited_ok=1; wait_status=512; error_code=0;
[1455097832] wproc:   stderr line 01: Send options without primary recipient specified.
[1455097832] wproc:   stderr line 02: Usage: mail -eiIUdEFntBDNHRV~ -T FILE -u USER -h hops -r address -s SUBJECT -a FILE -q FILE -f FILE -A ACCOUNT -b USERS -c USERS -S OPTION users
[1455097836] Warning: Return code of 255 for check of service 'Celery Memory smsserv' on host 'credr_stage_52.76.16.57' was out of bounds.
[1455097836] SERVICE ALERT: credr_stage_52.76.16.57;Celery Memory smsserv;CRITICAL;SOFT;2;(Return code of 255 is out of bounds)
[1455097839] Warning: Return code of 255 for check of service 'CPU Usage' on host 'credr_stage_52.76.16.57' was out of bounds.
[1455097839] SERVICE ALERT: credr_stage_52.76.16.57;CPU Usage;CRITICAL;HARD;3;(Return code of 255 is out of bounds)
[1455097839] SERVICE NOTIFICATION: vivek;credr_stage_52.76.16.57;CPU Usage;CRITICAL;notify-service-by-email;(Return code of 255 is out of bounds)
[1455097839] SERVICE NOTIFICATION: nagiosadmin;credr_stage_52.76.16.57;CPU Usage;CRITICAL;notify-service-by-email;(Return code of 255 is out of bounds)
[1455097839] SERVICE NOTIFICATION: mohit;credr_stage_52.76.16.57;CPU Usage;CRITICAL;notify-service-by-email;(Return code of 255 is out of bounds)
[1455097839] SERVICE NOTIFICATION: nagiosinfra;credr_stage_52.76.16.57;CPU Usage;CRITICAL;notify-service-by-email;(Return code of 255 is out of bounds)
[1455097839] Warning: Return code of 255 for check of service 'Celery Memory emailserv' on host 'credr_stage_52.76.16.57' was out of bounds.
[1455097839] SERVICE ALERT: credr_stage_52.76.16.57;Celery Memory emailserv;CRITICAL;HARD;3;(Return code of 255 is out of bounds)
[1455097839] SERVICE NOTIFICATION: vivek;credr_stage_52.76.16.57;Celery Memory emailserv;CRITICAL;notify-service-by-email;(Return code of 255 is out of bounds)
[1455097839] SERVICE NOTIFICATION: nagiosadmin;credr_stage_52.76.16.57;Celery Memory emailserv;CRITICAL;notify-service-by-email;(Return code of 255 is out of bounds)
[1455097839] SERVICE NOTIFICATION: mohit;credr_stage_52.76.16.57;Celery Memory emailserv;CRITICAL;notify-service-by-email;(Return code of 255 is out of bounds)
[1455097839] SERVICE NOTIFICATION: nagiosinfra;credr_stage_52.76.16.57;Celery Memory emailserv;CRITICAL;notify-service-by-email;(Return code of 255 is out of bounds)
[1455097839] wproc: NOTIFY job 11613 from worker Core Worker 13159 is a non-check helper but exited with return code 2
[1455097839] wproc:   host=credr_stage_52.76.16.57; service=CPU Usage; contact=nagiosinfra
[1455097839] wproc:   early_timeout=0; exited_ok=1; wait_status=512; error_code=0;
[1455097839] wproc:   stderr line 01: Send options without primary recipient specified.
[1455097839] wproc:   stderr line 02: Usage: mail -eiIUdEFntBDNHRV~ -T FILE -u USER -h hops -r address -s SUBJECT -a FILE -q FILE -f FILE -A ACCOUNT -b USERS -c USERS -S OPTION users
[1455097839] wproc:   stderr line 03: /usr/bin/printf: write error: Broken pipe
[1455097839] wproc: NOTIFY job 11614 from worker Core Worker 13159 is a non-check helper but exited with return code 2
[1455097839] wproc:   host=credr_stage_52.76.16.57; service=Celery Memory emailserv; contact=nagiosinfra
[1455097839] wproc:   early_timeout=0; exited_ok=1; wait_status=512; error_code=0;
[1455097839] wproc:   stderr line 01: Send options without primary recipient specified.
[1455097839] wproc:   stderr line 02: Usage: mail -eiIUdEFntBDNHRV~ -T FILE -u USER -h hops -r address -s SUBJECT -a FILE -q FILE -f FILE -A ACCOUNT -b USERS -c USERS -S OPTION users
[1455097839] Warning: Return code of 255 for check of service 'Celery Process credr-core' on host 'credr_stage_52.76.16.57' was out of bounds.
[1455097839] SERVICE ALERT: credr_stage_52.76.16.57;Celery Process credr-core;CRITICAL;HARD;3;(Return code of 255 is out of bounds)
[1455097839] SERVICE NOTIFICATION: vivek;credr_stage_52.76.16.57;Celery Process credr-core;CRITICAL;notify-service-by-email;(Return code of 255 is out of bounds)
[1455097839] SERVICE NOTIFICATION: nagiosadmin;credr_stage_52.76.16.57;Celery Process credr-core;CRITICAL;notify-service-by-email;(Return code of 255 is out of bounds)
[1455097839] SERVICE NOTIFICATION: mohit;credr_stage_52.76.16.57;Celery Process credr-core;CRITICAL;notify-service-by-email;(Return code of 255 is out of bounds)
[1455097839] SERVICE NOTIFICATION: nagiosinfra;credr_stage_52.76.16.57;Celery Process credr-core;CRITICAL;notify-service-by-email;(Return code of 255 is out of bounds)
[1455097839] wproc: NOTIFY job 11616 from worker Core Worker 13161 is a non-check helper but exited with return code 2
[1455097839] wproc:   host=credr_stage_52.76.16.57; service=Celery Process credr-core; contact=nagiosinfra
[1455097839] wproc:   early_timeout=0; exited_ok=1; wait_status=512; error_code=0;
[1455097839] wproc:   stderr line 01: Send options without primary recipient specified.
[1455097839] wproc:   stderr line 02: Usage: mail -eiIUdEFntBDNHRV~ -T FILE -u USER -h hops -r address -s SUBJECT -a FILE -q FILE -f FILE -A ACCOUNT -b USERS -c USERS -S OPTION users
[1455097841] Warning: Return code of 255 for check of service 'Celery Process emailserv' on host 'credr_stage_52.76.16.57' was out of bounds.
[1455097841] SERVICE ALERT: credr_stage_52.76.16.57;Celery Process emailserv;CRITICAL;SOFT;2;(Return code of 255 is out of bounds)
[1455097844] SERVICE ALERT: credr_stage_52.76.16.57;SSH;CRITICAL;HARD;3;connect to address 52.76.16.57 and port 22: Connection refused
[1455097844] SERVICE NOTIFICATION: vivek;credr_stage_52.76.16.57;SSH;CRITICAL;notify-service-by-email;connect to address 52.76.16.57 and port 22: Connection refused
[1455097844] SERVICE NOTIFICATION: nagiosadmin;credr_stage_52.76.16.57;SSH;CRITICAL;notify-service-by-email;connect to address 52.76.16.57 and port 22: Connection refused
[1455097844] SERVICE NOTIFICATION: mohit;credr_stage_52.76.16.57;SSH;CRITICAL;notify-service-by-email;connect to address 52.76.16.57 and port 22: Connection refused
[1455097844] SERVICE NOTIFICATION: nagiosinfra;credr_stage_52.76.16.57;SSH;CRITICAL;notify-service-by-email;connect to address 52.76.16.57 and port 22: Connection refused
[1455097844] wproc: NOTIFY job 11619 from worker Core Worker 13159 is a non-check helper but exited with return code 2
[1455097844] wproc:   host=credr_stage_52.76.16.57; service=SSH; contact=nagiosinfra
[1455097844] wproc:   early_timeout=0; exited_ok=1; wait_status=512; error_code=0;
[1455097844] wproc:   stderr line 01: Send options without primary recipient specified.
[1455097844] wproc:   stderr line 02: Usage: mail -eiIUdEFntBDNHRV~ -T FILE -u USER -h hops -r address -s SUBJECT -a FILE -q FILE -f FILE -A ACCOUNT -b USERS -c USERS -S OPTION users
[1455097845] Warning: Return code of 255 for check of service 'Redis Memory Usage' on host 'credr_stage_52.76.16.57' was out of bounds.
[1455097845] SERVICE ALERT: credr_stage_52.76.16.57;Redis Memory Usage;CRITICAL;HARD;3;(Return code of 255 is out of bounds)
[1455097845] SERVICE NOTIFICATION: vivek;credr_stage_52.76.16.57;Redis Memory Usage;CRITICAL;notify-service-by-email;(Return code of 255 is out of bounds)
[1455097845] SERVICE NOTIFICATION: nagiosadmin;credr_stage_52.76.16.57;Redis Memory Usage;CRITICAL;notify-service-by-email;(Return code of 255 is out of bounds)
[1455097845] SERVICE NOTIFICATION: mohit;credr_stage_52.76.16.57;Redis Memory Usage;CRITICAL;notify-service-by-email;(Return code of 255 is out of bounds)
[1455097845] SERVICE NOTIFICATION: nagiosinfra;credr_stage_52.76.16.57;Redis Memory Usage;CRITICAL;notify-service-by-email;(Return code of 255 is out of bounds)
[1455097845] wproc: NOTIFY job 11622 from worker Core Worker 13161 is a non-check helper but exited with return code 2
[1455097845] wproc:   host=credr_stage_52.76.16.57; service=Redis Memory Usage; contact=nagiosinfra
[1455097845] wproc:   early_timeout=0; exited_ok=1; wait_status=512; error_code=0;
[1455097845] wproc:   stderr line 01: Send options without primary recipient specified.
[1455097845] wproc:   stderr line 02: Usage: mail -eiIUdEFntBDNHRV~ -T FILE -u USER -h hops -r address -s SUBJECT -a FILE -q FILE -f FILE -A ACCOUNT -b USERS -c USERS -S OPTION users
[1455097854] Warning: Return code of 255 for check of service 'Total Processes' on host 'credr_stage_52.76.16.57' was out of bounds.
[1455097854] SERVICE ALERT: credr_stage_52.76.16.57;Total Processes;CRITICAL;SOFT;2;(Return code of 255 is out of bounds)
[1455097869] Warning: Return code of 255 for check of service 'Zombie Process' on host 'credr_stage_52.76.16.57' was out of bounds.
[1455097869] SERVICE ALERT: credr_stage_52.76.16.57;Zombie Process;CRITICAL;SOFT;2;(Return code of 255 is out of bounds)
[1455097869] Warning: Return code of 255 for check of service 'Celery Process smsserv' on host 'credr_stage_52.76.16.57' was out of bounds.
[1455097869] SERVICE ALERT: credr_stage_52.76.16.57;Celery Process smsserv;CRITICAL;SOFT;2;(Return code of 255 is out of bounds)
[1455097872] Warning: Return code of 255 for check of service 'Celery Memory credrWebApp' on host 'credr_stage_52.76.16.57' was out of bounds.
[1455097872] SERVICE ALERT: credr_stage_52.76.16.57;Celery Memory credrWebApp;CRITICAL;HARD;3;(Return code of 255 is out of bounds)
[1455097872] SERVICE NOTIFICATION: vivek;credr_stage_52.76.16.57;Celery Memory credrWebApp;CRITICAL;notify-service-by-email;(Return code of 255 is out of bounds)
[1455097872] SERVICE NOTIFICATION: nagiosadmin;credr_stage_52.76.16.57;Celery Memory credrWebApp;CRITICAL;notify-service-by-email;(Return code of 255 is out of bounds)
[1455097872] SERVICE NOTIFICATION: mohit;credr_stage_52.76.16.57;Celery Memory credrWebApp;CRITICAL;notify-service-by-email;(Return code of 255 is out of bounds)
[1455097872] SERVICE NOTIFICATION: nagiosinfra;credr_stage_52.76.16.57;Celery Memory credrWebApp;CRITICAL;notify-service-by-email;(Return code of 255 is out of bounds)
[1455097872] wproc: NOTIFY job 11626 from worker Core Worker 13159 is a non-check helper but exited with return code 2
[1455097872] wproc:   host=credr_stage_52.76.16.57; service=Celery Memory credrWebApp; contact=nagiosinfra
[1455097872] wproc:   early_timeout=0; exited_ok=1; wait_status=512; error_code=0;
[1455097872] wproc:   stderr line 01: Send options without primary recipient specified.
[1455097872] wproc:   stderr line 02: Usage: mail -eiIUdEFntBDNHRV~ -T FILE -u USER -h hops -r address -s SUBJECT -a FILE -q FILE -f FILE -A ACCOUNT -b USERS -c USERS -S OPTION users
[1455097889] Warning: Return code of 255 for check of service 'Current Users' on host 'credr_stage_52.76.16.57' was out of bounds.
[1455097889] SERVICE ALERT: credr_stage_52.76.16.57;Current Users;CRITICAL;HARD;3;(Return code of 255 is out of bounds)
[1455097889] SERVICE NOTIFICATION: vivek;credr_stage_52.76.16.57;Current Users;CRITICAL;notify-service-by-email;(Return code of 255 is out of bounds)
[1455097889] SERVICE NOTIFICATION: nagiosadmin;credr_stage_52.76.16.57;Current Users;CRITICAL;notify-service-by-email;(Return code of 255 is out of bounds)
[1455097889] SERVICE NOTIFICATION: mohit;credr_stage_52.76.16.57;Current Users;CRITICAL;notify-service-by-email;(Return code of 255 is out of bounds)
[1455097889] SERVICE NOTIFICATION: nagiosinfra;credr_stage_52.76.16.57;Current Users;CRITICAL;notify-service-by-email;(Return code of 255 is out of bounds)
[1455097889] wproc: NOTIFY job 11632 from worker Core Worker 13161 is a non-check helper but exited with return code 2
[1455097889] wproc:   host=credr_stage_52.76.16.57; service=Current Users; contact=nagiosinfra
[1455097889] wproc:   early_timeout=0; exited_ok=1; wait_status=512; error_code=0;
[1455097889] wproc:   stderr line 01: Send options without primary recipient specified.
[1455097889] wproc:   stderr line 02: Usage: mail -eiIUdEFntBDNHRV~ -T FILE -u USER -h hops -r address -s SUBJECT -a FILE -q FILE -f FILE -A ACCOUNT -b USERS -c USERS -S OPTION users
[1455097892] Warning: Return code of 255 for check of service 'Celery Memory crmserv' on host 'credr_stage_52.76.16.57' was out of bounds.
[1455097892] SERVICE ALERT: credr_stage_52.76.16.57;Celery Memory crmserv;CRITICAL;HARD;3;(Return code of 255 is out of bounds)
[1455097892] SERVICE NOTIFICATION: vivek;credr_stage_52.76.16.57;Celery Memory crmserv;CRITICAL;notify-service-by-email;(Return code of 255 is out of bounds)
[1455097892] SERVICE NOTIFICATION: nagiosadmin;credr_stage_52.76.16.57;Celery Memory crmserv;CRITICAL;notify-service-by-email;(Return code of 255 is out of bounds)
[1455097892] SERVICE NOTIFICATION: mohit;credr_stage_52.76.16.57;Celery Memory crmserv;CRITICAL;notify-service-by-email;(Return code of 255 is out of bounds)
[1455097892] SERVICE NOTIFICATION: nagiosinfra;credr_stage_52.76.16.57;Celery Memory crmserv;CRITICAL;notify-service-by-email;(Return code of 255 is out of bounds)
[1455097892] wproc: NOTIFY job 11633 from worker Core Worker 13159 is a non-check helper but exited with return code 2
[1455097892] wproc:   host=credr_stage_52.76.16.57; service=Celery Memory crmserv; contact=nagiosinfra
[1455097892] wproc:   early_timeout=0; exited_ok=1; wait_status=512; error_code=0;
[1455097892] wproc:   stderr line 01: Send options without primary recipient specified.
[1455097892] wproc:   stderr line 02: Usage: mail -eiIUdEFntBDNHRV~ -T FILE -u USER -h hops -r address -s SUBJECT -a FILE -q FILE -f FILE -A ACCOUNT -b USERS -c USERS -S OPTION users
[1455097892] wproc:   stderr line 03: /usr/bin/printf: write error: Broken pipe
[1455097896] Warning: Return code of 255 for check of service 'Celery Memory smsserv' on host 'credr_stage_52.76.16.57' was out of bounds.
[1455097896] SERVICE ALERT: credr_stage_52.76.16.57;Celery Memory smsserv;CRITICAL;HARD;3;(Return code of 255 is out of bounds)
[1455097896] SERVICE NOTIFICATION: vivek;credr_stage_52.76.16.57;Celery Memory smsserv;CRITICAL;notify-service-by-email;(Return code of 255 is out of bounds)
[1455097896] SERVICE NOTIFICATION: nagiosadmin;credr_stage_52.76.16.57;Celery Memory smsserv;CRITICAL;notify-service-by-email;(Return code of 255 is out of bounds)
[1455097896] SERVICE NOTIFICATION: mohit;credr_stage_52.76.16.57;Celery Memory smsserv;CRITICAL;notify-service-by-email;(Return code of 255 is out of bounds)
[1455097896] SERVICE NOTIFICATION: nagiosinfra;credr_stage_52.76.16.57;Celery Memory smsserv;CRITICAL;notify-service-by-email;(Return code of 255 is out of bounds)
[1455097896] wproc: NOTIFY job 11635 from worker Core Worker 13161 is a non-check helper but exited with return code 2
[1455097896] wproc:   host=credr_stage_52.76.16.57; service=Celery Memory smsserv; contact=nagiosinfra
[1455097896] wproc:   early_timeout=0; exited_ok=1; wait_status=512; error_code=0;
[1455097896] wproc:   stderr line 01: Send options without primary recipient specified.
[1455097896] wproc:   stderr line 02: Usage: mail -eiIUdEFntBDNHRV~ -T FILE -u USER -h hops -r address -s SUBJECT -a FILE -q FILE -f FILE -A ACCOUNT -b USERS -c USERS -S OPTION users
[1455097896] wproc:   stderr line 03: /usr/bin/printf: write error: Broken pipe
[1455097901] Warning: Return code of 255 for check of service 'Celery Process emailserv' on host 'credr_stage_52.76.16.57' was out of bounds.
[1455097901] SERVICE ALERT: credr_stage_52.76.16.57;Celery Process emailserv;CRITICAL;HARD;3;(Return code of 255 is out of bounds)
[1455097901] SERVICE NOTIFICATION: vivek;credr_stage_52.76.16.57;Celery Process emailserv;CRITICAL;notify-service-by-email;(Return code of 255 is out of bounds)
[1455097901] SERVICE NOTIFICATION: nagiosadmin;credr_stage_52.76.16.57;Celery Process emailserv;CRITICAL;notify-service-by-email;(Return code of 255 is out of bounds)
[1455097901] SERVICE NOTIFICATION: mohit;credr_stage_52.76.16.57;Celery Process emailserv;CRITICAL;notify-service-by-email;(Return code of 255 is out of bounds)
[1455097901] SERVICE NOTIFICATION: nagiosinfra;credr_stage_52.76.16.57;Celery Process emailserv;CRITICAL;notify-service-by-email;(Return code of 255 is out of bounds)
[1455097901] wproc: NOTIFY job 11636 from worker Core Worker 13159 is a non-check helper but exited with return code 2
[1455097901] wproc:   host=credr_stage_52.76.16.57; service=Celery Process emailserv; contact=nagiosinfra
[1455097901] wproc:   early_timeout=0; exited_ok=1; wait_status=512; error_code=0;
[1455097901] wproc:   stderr line 01: Send options without primary recipient specified.
[1455097901] wproc:   stderr line 02: Usage: mail -eiIUdEFntBDNHRV~ -T FILE -u USER -h hops -r address -s SUBJECT -a FILE -q FILE -f FILE -A ACCOUNT -b USERS -c USERS -S OPTION users
[1455097901] wproc:   stderr line 03: /usr/bin/printf: write error: Broken pipe
[1455097914] Warning: Return code of 255 for check of service 'Total Processes' on host 'credr_stage_52.76.16.57' was out of bounds.
[1455097914] SERVICE ALERT: credr_stage_52.76.16.57;Total Processes;CRITICAL;HARD;3;(Return code of 255 is out of bounds)
[1455097914] SERVICE NOTIFICATION: vivek;credr_stage_52.76.16.57;Total Processes;CRITICAL;notify-service-by-email;(Return code of 255 is out of bounds)
[1455097914] SERVICE NOTIFICATION: nagiosadmin;credr_stage_52.76.16.57;Total Processes;CRITICAL;notify-service-by-email;(Return code of 255 is out of bounds)
[1455097914] SERVICE NOTIFICATION: mohit;credr_stage_52.76.16.57;Total Processes;CRITICAL;notify-service-by-email;(Return code of 255 is out of bounds)
[1455097914] SERVICE NOTIFICATION: nagiosinfra;credr_stage_52.76.16.57;Total Processes;CRITICAL;notify-service-by-email;(Return code of 255 is out of bounds)
[1455097914] wproc: NOTIFY job 11640 from worker Core Worker 13159 is a non-check helper but exited with return code 2
[1455097914] wproc:   host=credr_stage_52.76.16.57; service=Total Processes; contact=nagiosinfra
[1455097914] wproc:   early_timeout=0; exited_ok=1; wait_status=512; error_code=0;
[1455097914] wproc:   stderr line 01: Send options without primary recipient specified.
[1455097914] wproc:   stderr line 02: Usage: mail -eiIUdEFntBDNHRV~ -T FILE -u USER -h hops -r address -s SUBJECT -a FILE -q FILE -f FILE -A ACCOUNT -b USERS -c USERS -S OPTION users
[1455097914] wproc:   stderr line 03: /usr/bin/printf: write error: Broken pipe
[1455097929] Warning: Return code of 255 for check of service 'Zombie Process' on host 'credr_stage_52.76.16.57' was out of bounds.
[1455097929] SERVICE ALERT: credr_stage_52.76.16.57;Zombie Process;CRITICAL;HARD;3;(Return code of 255 is out of bounds)
[1455097929] SERVICE NOTIFICATION: vivek;credr_stage_52.76.16.57;Zombie Process;CRITICAL;notify-service-by-email;(Return code of 255 is out of bounds)
[1455097929] SERVICE NOTIFICATION: nagiosadmin;credr_stage_52.76.16.57;Zombie Process;CRITICAL;notify-service-by-email;(Return code of 255 is out of bounds)
[1455097929] SERVICE NOTIFICATION: mohit;credr_stage_52.76.16.57;Zombie Process;CRITICAL;notify-service-by-email;(Return code of 255 is out of bounds)
[1455097929] SERVICE NOTIFICATION: nagiosinfra;credr_stage_52.76.16.57;Zombie Process;CRITICAL;notify-service-by-email;(Return code of 255 is out of bounds)
[1455097929] wproc: NOTIFY job 11642 from worker Core Worker 13161 is a non-check helper but exited with return code 2
[1455097929] wproc:   host=credr_stage_52.76.16.57; service=Zombie Process; contact=nagiosinfra
[1455097929] wproc:   early_timeout=0; exited_ok=1; wait_status=512; error_code=0;
[1455097929] wproc:   stderr line 01: Send options without primary recipient specified.
[1455097929] wproc:   stderr line 02: Usage: mail -eiIUdEFntBDNHRV~ -T FILE -u USER -h hops -r address -s SUBJECT -a FILE -q FILE -f FILE -A ACCOUNT -b USERS -c USERS -S OPTION users
[1455097929] Warning: Return code of 255 for check of service 'Celery Process smsserv' on host 'credr_stage_52.76.16.57' was out of bounds.
[1455097929] SERVICE ALERT: credr_stage_52.76.16.57;Celery Process smsserv;CRITICAL;HARD;3;(Return code of 255 is out of bounds)
[1455097929] SERVICE NOTIFICATION: vivek;credr_stage_52.76.16.57;Celery Process smsserv;CRITICAL;notify-service-by-email;(Return code of 255 is out of bounds)
[1455097929] SERVICE NOTIFICATION: nagiosadmin;credr_stage_52.76.16.57;Celery Process smsserv;CRITICAL;notify-service-by-email;(Return code of 255 is out of bounds)
[1455097929] SERVICE NOTIFICATION: mohit;credr_stage_52.76.16.57;Celery Process smsserv;CRITICAL;notify-service-by-email;(Return code of 255 is out of bounds)
[1455097929] SERVICE NOTIFICATION: nagiosinfra;credr_stage_52.76.16.57;Celery Process smsserv;CRITICAL;notify-service-by-email;(Return code of 255 is out of bounds)
[1455097929] wproc: NOTIFY job 11644 from worker Core Worker 13162 is a non-check helper but exited with return code 2
[1455097929] wproc:   host=credr_stage_52.76.16.57; service=Celery Process smsserv; contact=nagiosinfra
[1455097929] wproc:   early_timeout=0; exited_ok=1; wait_status=512; error_code=0;
[1455097929] wproc:   stderr line 01: Send options without primary recipient specified.
[1455097929] wproc:   stderr line 02: Usage: mail -eiIUdEFntBDNHRV~ -T FILE -u USER -h hops -r address -s SUBJECT -a FILE -q FILE -f FILE -A ACCOUNT -b USERS -c USERS -S OPTION users
[1455097945] Warning: Return code of 255 for check of service 'Current Load' on host 'credr_stage_52.76.16.57' was out of bounds.
